pheno_name	heritability	experimental	residuals	ratio_test_p	residuals_norm_p	het_test_p
OTU-B_1143	2	24	74	1	0.256366272168933	0.637770402751355
OTU-B_2116	0	14	86	1	0.0392880951456144	0.878000366720904
OTU-B_1219	8	39	53	0.392573261239894	0.176253350472229	0.298425684752834
OTU-B_1015	4	50	46	0.814905176986169	0.322085342120353	0.20737999904782
OTU-B_1811	7	11	82	0.781537513036613	0.0149789111037401	0.392649351874951
OTU-B_2850	10	10	80	0.483697871263736	5.24986927524849e-08	0.5955849463386
OTU-B_2455	16	0	84	0.226693824421397	0.175648382879979	0.894513759020437
OTU-B_697	15	50	35	0.0211613058104767	0.388243708591669	0.428060014943161
OTU-B_45	54	25	21	2.93319353781846e-14	0.891612674356523	0.91482032264163
OTU-B_3269	9	7	84	0.644287796589742	0.00068368659468316	0.924799666998206
OTU-B_402	2	34	64	1	4.5113262528577e-13	0.0671171907846512
OTU-B_98	44	15	41	2.55290034460284e-06	0.0610942361477998	0.898969880628221
OTU-B_100	66	0	34	9.97284045470381e-12	0.936130846798229	0.878332089937706
OTU-B_2036	0	0	100	1	0.000242940358258298	0.86325913737343
OTU-B_152	55	0	45	4.73080169952067e-08	0.419977396328125	0.983051071495478
OTU-B_728	32	10	58	0.00348033701903792	2.83196023840436e-07	0.166020482647225
OTU-B_2714	0	8	92	1	5.07298030898143e-06	0.426347703742663
OTU-B_3778	18	20	62	0.0858750256833364	2.95758631059993e-06	0.947981949999099
OTU-B_2672	4	4	92	1	0.000403594531772531	0.572637792310069
OTU-B_3312	0	16	84	1	5.30779725893341e-08	0.780299428560123
OTU-B_154	31	4	65	0.00864601458551172	3.75804862093e-15	0.0034038977198532
OTU-B_1118	10	67	23	0.0220515961687486	0.0017981226982168	0.71916790454448
OTU-B_2172	15	7	78	0.259167784703043	0.0981586746997012	0.934379104281319
OTU-B_3198	0	7	93	1	0.000634305741413477	0.659432699665096
OTU-B_2219	2	8	90	1	2.42528811293419e-05	0.888041624869853
OTU-B_841	11	71	18	0.00199700190437892	3.70080681532367e-09	0.650880505627824
OTU-B_550	17	82	1	4.75494567659325e-44	0.130851950202325	0.921913093084321
OTU-B_1923	7	19	74	0.696037115224025	1.92175437944999e-05	0.639312413171739
OTU-B_2214	18	0	82	0.194869679596466	0.00119266273121202	0.654713044106857
OTU-B_3003	6	24	70	0.729016587450703	5.86321350365857e-05	0.637182641509669
OTU-B_3444	32	18	50	0.000932093221836824	0.0033907124652393	0.952577703671856
OTU-B_1711	29	37	34	4.15825662397772e-05	0.00150888385550158	0.986734051672267
OTU-B_2045	23	17	60	0.019328465628769	0.0897807168536723	0.975329065852913
OTU-B_2440	16	4	80	0.239170753708548	0.00877071608883245	0.778250938619037
OTU-B_861	23	30	47	0.0175407017872769	0.00065027397335952	0.634824464869607
OTU-B_1033	19	16	65	0.0953552006301196	0.00321689116543715	0.280245752761982
OTU-B_1705	0	23	77	1	0.000154195047129996	0.395235853136947
OTU-B_2995	12	21	67	0.276648319467475	9.61761894284042e-05	0.837583377292131
OTU-B_3030	0	5	95	1	0.00351199683789726	0.589649113988195
OTU-B_1084	19	77	4	1.79569960180123e-23	0.000199677713301143	0.847360652736377
OTU-B_1759	9	53	38	0.182106822791721	0.000638841412158608	0.871503011252163
OTU-B_2710	15	4	81	0.272671483278878	0.122885024753751	0.889809923451807
OTU-B_1983	10	22	68	0.442724542024852	0.222201726505713	0.722120631870895
OTU-B_2505	0	14	86	1	0.372219751996362	0.955046555430949
OTU-B_2730	7	11	82	0.748372922593264	0.00146376036870201	0.86100404537197
OTU-B_2924	0	18	82	1	0.0690698012132289	0.997149834528529
OTU-B_881	25	26	49	0.0131323953779373	9.40168970394424e-09	0.13077469187021
OTU-B_2437	0	25	75	1	0.00702044085910267	0.837174079574806
OTU-B_942	19	22	59	0.0606827327142356	0.0169782285893396	0.280038743183279
OTU-B_2617	0	5	95	1	1.49820973282251e-05	0.780616158470073
OTU-B_1331	11	56	33	0.0583578308901208	4.48414751658294e-06	0.57928472717339
OTU-B_1530	12	39	49	0.148431568784878	6.05654747615532e-06	0.759706283400738
OTU-B_3612	0	27	73	1	0.000573380144676818	0.950334066953515
OTU-B_261	62	7	31	5.06539064923022e-12	2.48623187252701e-08	0.450540954870545
OTU-B_650	16	53	31	0.00526449190544262	0.0146408057400703	0.420090963792277
OTU-B_465	18	42	40	0.014419124085522	0.00376722291914036	0.203620471982256
OTU-B_2170	20	7	73	0.0857021939596196	0.0417003203386114	0.832943303353
OTU-B_3297	10	28	62	0.362084388309098	0.000163899672955019	0.772578504608431
OTU-B_3611	0	24	76	1	0.000872746323178125	0.764294872201899
OTU-B_701	17	0	83	0.194127038171804	1.01051671659935e-10	0.0218817824706089
OTU-B_1513	27	1	72	0.0194366857724525	0.0155744854335244	0.927382570872216
OTU-B_1024	9	1	90	0.618749311678924	0.00405796403706303	0.565926856562326
OTU-B_2546	0	36	64	1	0.000254835361766677	0.521909877531495
OTU-B_3472	17	28	55	0.0771533927493004	1.7653793756481e-09	0.596780119123152
OTU-B_2890	0	4	96	1	0.000106624666209877	0.973286850535135
OTU-B_1839	19	1	80	0.127086233934498	3.5469970252819e-05	0.293121886906601
OTU-B_1616	6	16	78	0.785985129075123	5.67524214128294e-05	0.967161777699988
OTU-B_2281	6	8	86	0.805654020310517	1.18609544985796e-05	0.915398158150912
OTU-B_2184	7	5	88	0.749643821393541	1.10513374906623e-08	0.223752863964575
OTU-B_2503	3	0	97	1	0.00135132775485408	0.664470909113032
OTU-B_1131	18	3	79	0.161631663015277	8.08428979117258e-05	0.495499806655561
OTU-B_65	13	17	70	0.266400610000258	1.44804399616855e-17	4.5898854345683e-06
OTU-B_525	16	65	19	4.12498022008544e-05	1.08497574708122e-10	0.635582372418957
OTU-B_2132	0	14	86	1	0.025696750359904	0.144888582808934
OTU-B_3542	6	17	77	0.781106025424947	2.048040018917e-10	0.875639410470185
OTU-B_1371	20	26	54	0.0508028260101162	0.102342780366762	0.762324895641872
OTU-B_1486	0	47	53	1	0.0305906821111017	0.348625228427863
OTU-B_1974	0	13	87	1	0.00416219721074129	0.638590540647145
OTU-B_551	7	34	59	0.499297420356087	1.07609478792538e-05	0.576818285446849
OTU-B_1309	8	33	59	0.47689433643186	5.56075306989668e-05	0.71346334354243
OTU-B_3319	19	22	59	0.0872600996363287	7.65388943098932e-09	0.690833192320155
OTU-B_991	13	13	74	0.34435426885588	0.813679198861367	0.873292341131237
OTU-B_1793	12	2	86	0.449974282831421	0.00938165921297038	0.910755383203517
OTU-B_2386	9	11	80	0.62185464281299	1.36993979387921e-07	0.331691124662737
OTU-B_973	3	9	88	1	1.20801237821378e-07	0.774392485034421
OTU-B_3299	19	3	78	0.134953134369708	0.00225270813520392	0.91141616308629
OTU-B_1519	0	9	91	1	0.00129665927350092	0.828764109779758
OTU-B_2892	15	11	74	0.245204140572205	0.0146838288794813	0.696019110607962
OTU-B_3517	0	11	89	1	0.000125445074117982	0.815250861490857
OTU-B_30	9	35	56	0.423618380806978	0.470336700702443	0.991828313590934
OTU-B_56	1	67	32	1	0.0456442231083587	0.82888741802936
OTU-B_958	0	22	78	1	0.000729024496872588	0.475395903104022
OTU-B_1594	1	26	73	1	0.281068866455245	0.906246297364383
OTU-B_2068	0	39	61	1	0.00568204370440288	0.203681753663904
OTU-B_3233	9	12	79	0.515904109899962	3.57970386213323e-11	0.50246999230875
OTU-B_951	12	10	78	0.362084388309098	0.00116097135557375	0.429572124999131
OTU-B_1943	0	51	49	1	0.00171167600497462	0.67376272542519
OTU-B_90	25	13	62	0.0144972578516572	0.00907711853851114	0.599178978644344
OTU-B_826	8	9	83	0.756329000833245	6.65150435438415e-08	0.433472036616733
OTU-B_3130	14	38	48	0.118563710392773	2.568385652813e-06	0.441251292517842
OTU-B_3210	5	32	63	0.821204925608633	3.80265343058005e-06	0.637832705230271
OTU-B_3154	0	25	75	1	0.000109342466768417	0.947471538325304
OTU-B_119	24	13	63	0.0396865307478118	0.532710017804951	0.823373305186333
OTU-B_2166	7	30	63	0.592842508596699	0.00117870661050461	0.436794394243175
OTU-B_3055	11	17	72	0.388664353035396	3.86823211135074e-08	0.682112017080293
OTU-B_1340	0	24	76	1	0.0592850695024163	0.946391342965058
OTU-B_2646	12	17	71	0.317426395546775	9.28297147786815e-06	0.749032520460073
OTU-B_379	10	37	53	0.271072501367499	0.321145217280704	0.897106055989514
OTU-B_2695	0	53	47	1	9.82287378827109e-07	0.15865899171046
OTU-B_574	0	68	32	1	0.420540426982846	0.681736175775829
OTU-B_1580	2	41	57	1	1.99561332889993e-05	0.424492983738752
OTU-B_1403	0	6	94	1	0.268507498414159	0.555524785617141
OTU-B_2127	0	15	85	1	7.41963626245015e-05	0.896849676652939
OTU-B_2228	0	16	84	1	0.00557938363173367	0.842969962455058
OTU-B_2656	0	5	95	1	0.000350607695264951	0.809459924213813
OTU-B_2530	0	29	71	1	1.03706983154789e-06	0.454780928808226
OTU-B_2445	0	2	98	1	0.0289326899893343	0.79075561264561
OTU-B_747	0	44	56	1	4.56252857794913e-07	0.93883440671044
OTU-B_2090	0	14	86	1	8.49277711024275e-06	0.640753457032221
OTU-B_965	0	9	91	1	3.8754650447632e-05	0.804917443595178
OTU-B_1805	0	35	65	1	0.443238792177301	0.411514837953424
OTU-B_2937	5	16	79	0.926084843786487	0.00103488626317053	0.664377123111899
OTU-B_2640	0	24	76	1	7.13513766561041e-05	0.850913721040688
OTU-B_837	6	20	74	0.775237582419727	0.0166390836261727	0.84573500924446
OTU-B_2017	5	33	62	0.726588165921544	0.00781054114046806	0.948012009399424
OTU-B_3401	18	27	55	0.0743929944928414	1.80731431492037e-07	0.563041073913637
OTU-B_2299	14	23	63	0.199218478084592	3.92164891449467e-17	0.00550011201594469
OTU-B_1639	10	31	59	0.397155029574844	0.000645126948276172	0.916086622910179
OTU-B_1754	0	4	96	1	4.36735016121466e-06	0.784334053515782
OTU-B_125	5	68	27	0.2695736898059	0.128052856672809	0.013115138693411
OTU-B_236	15	30	55	0.11347353984133	1.25747193717013e-11	0.000620859563325352
OTU-B_351	11	28	61	0.341056317217193	1.11910859911906e-08	6.0569368205636e-07
OTU-B_267	0	47	53	1	0.0001920778205971	0.00214191067245468
OTU-B_421	13	78	9	6.0364120047626e-08	7.9059058654316e-09	0.8752475569087
OTU-B_727	24	20	56	0.0102387046899782	0.00129930026887205	0.385493652986968
OTU-B_978	0	38	62	1	4.19637762220176e-06	0.787950947032084
OTU-B_2010	0	7	93	1	0.0795802771227488	0.616300858166328
OTU-B_499	19	49	32	0.00104580263451041	1.92911745868565e-09	0.420583071605157
OTU-B_2854	1	31	68	1	2.87111029405745e-14	0.366019770191493
OTU-B_2050	0	11	89	1	7.63610770191725e-05	0.380292251256119
OTU-B_175	0	67	33	1	9.32953149225616e-10	0.103082744080419
OTU-B_1325	4	40	56	0.900553935277687	0.00150952897179925	0.577792838896633
OTU-B_3785	7	19	74	0.673410881970191	6.82250411289421e-11	0.727340933581544
OTU-B_1981	12	17	71	0.365000626532328	0.0540206147695258	0.526387108673417
OTU-B_1357	11	38	51	0.24248436296397	0.0972638509276132	0.904305620633062
OTU-B_474	19	42	39	0.00710668183092241	0.00217656891003325	0.586944498214064
OTU-B_3483	23	16	61	0.0268538558217192	0.00223376641297678	0.803642920461053
OTU-B_2976	23	3	74	0.0702498232169741	0.0150493932675012	0.77611691924034
OTU-B_1161	16	52	32	0.00334311741336705	2.16937036828596e-06	0.989863170582792
OTU-B_298	30	20	50	0.00246970321957729	1.68205738464326e-13	0.0201128355357762
OTU-B_724	13	52	35	0.0275544249140275	0.0181195573127344	0.4464731676211
OTU-B_2693	23	14	63	0.0249469053887135	5.71524002955747e-11	0.375364277866087
OTU-B_583	3	20	77	1	2.29863435846198e-08	0.447979789991093
OTU-B_935	0	47	53	1	0.000656149717304134	0.955327053528165
OTU-B_3424	12	26	62	0.257203573299908	2.96697106723286e-14	0.507027898239045
OTU-B_3755	4	31	65	0.847530798212841	6.53322809089711e-09	0.651332595538325
OTU-B_279	12	72	16	0.000347078617214248	3.34165519558259e-07	0.219764327907696
OTU-B_985	5	35	60	0.744041782922552	0.247795417556245	0.17884807339673
OTU-B_2919	14	25	61	0.158165049609232	5.63161424434054e-20	0.0887590879325108
OTU-B_694	9	83	8	7.60594438326712e-07	5.08385011946432e-05	0.747299293394918
OTU-B_331	28	33	39	0.000163427730516853	0.908168456949915	0.945842489250293
OTU-B_422	10	76	14	0.00052029473809522	3.39680153498369e-10	0.380907216194942
OTU-B_1523	24	29	47	0.00300763075289673	0.000771214007751913	0.416305251793809
OTU-B_218	20	66	14	2.54229357057962e-08	6.33776377953852e-09	0.361473023717883
OTU-B_1185	15	42	43	0.0363366556292768	6.46423585906615e-07	0.740133866353999
OTU-B_449	3	53	44	0.82574536978099	2.7339624415526e-05	0.380901840660986
OTU-B_2272	19	16	65	0.0833605243225506	6.80121643912501e-11	0.205678457498832
OTU-B_2622	3	13	84	1	2.23391300005684e-06	0.824613084369481
OTU-B_1316	2	8	90	1	0.00358106164945717	0.921165132056044
OTU-B_1767	10	9	81	0.550337887986935	1.33034068928055e-08	0.217016081170169
OTU-B_1847	0	15	85	1	0.0761929327984912	0.61469980969479
OTU-B_3698	25	15	60	0.0238381730551059	1.77301720361152e-06	0.861242381662425
OTU-B_3752	15	22	63	0.141531966661335	6.91377567673699e-06	0.817881748261063
OTU-B_2513	0	9	91	1	0.00185714610843566	0.741416267022489
OTU-B_2531	6	28	66	0.696037115224025	6.605438116526e-13	0.190444194214148
OTU-B_2690	4	19	77	0.986813323032467	0.00442585614579189	0.767315927681913
OTU-B_528	4	28	68	0.927002929107724	0.764226707283415	0.516587252132969
OTU-B_3170	7	20	73	0.640262037629895	0.000787601514761714	0.812565963706038
OTU-B_1369	0	10	90	1	0.0308394012173975	0.517247105615473
OTU-B_1197	0	34	66	1	0.617141214753189	0.916814882588681
OTU-B_3323	8	39	53	0.41623194480684	8.86562541944305e-12	0.244136713211164
OTU-B_618	0	17	83	1	5.80197773486795e-06	0.898608933914765
OTU-B_3700	7	22	71	0.696420591422782	1.06878443681217e-06	0.876453158184902
OTU-B_2207	0	28	72	1	0.00394128717522244	0.642398610061855
OTU-B_1577	3	45	52	0.867836313941515	0.0251165135865528	0.842158955901054
OTU-B_2140	16	9	75	0.230674315516558	0.103122928233863	0.757718308590132
OTU-B_1333	11	1	88	0.507632773538625	0.189601877676015	0.939190233207902
OTU-B_2381	5	63	32	0.325027292710154	4.09320421101141e-08	0.641295096969079
OTU-B_3138	16	49	35	0.0181357366931482	3.93976711189355e-09	0.644202569559156
OTU-B_1649	8	52	40	0.247821010194982	0.0125036225698536	0.781748315209773
OTU-B_1494	8	18	74	0.67059796404428	0.21752152896222	0.656826323382112
OTU-B_333	0	49	51	1	5.07436834176311e-05	0.418191974923088
OTU-B_621	3	53	44	0.858781279875396	3.75319962638554e-06	0.882989204658589
OTU-B_3442	12	19	69	0.212371195916062	6.55558899756534e-07	0.715396246965803
OTU-B_857	0	15	85	1	6.12278963790097e-06	0.30343494109255
OTU-B_1115	1	44	55	1	0.40834689140205	0.918644440183156
OTU-B_1468	9	23	68	0.527406976673886	0.0876356478047903	0.840931458027586
OTU-B_59	34	17	49	0.000155214864165068	0.90543854442003	0.980149418792058
OTU-B_1739	0	19	81	1	0.00135256650583172	0.248327288698003
OTU-B_777	5	26	69	0.806219060611437	1.11708055890154e-09	0.0142791949839974
OTU-B_807	0	10	90	1	4.82063694091842e-06	0.0994590878203264
OTU-B_171	0	28	72	1	3.54375660233336e-14	0.0795150367752151
OTU-B_2952	10	0	90	0.573044822509181	0.00127275372992068	0.931450399752693
OTU-B_3223	21	18	61	0.0323600204135045	6.33818073821927e-09	0.492821252626511
OTU-B_1640	0	26	74	1	0.00296597343801333	0.447815127411021
OTU-B_926	20	0	80	0.0901272135993957	0.0500064903247677	0.675815006751578
OTU-B_1066	12	65	23	0.0045148500439953	2.94474362975535e-05	0.878882634066
OTU-B_3607	11	14	75	0.394610725924905	0.00331065512367793	0.817472831028626
OTU-B_224	8	3	89	0.708401304830841	0.000273676693899683	0.773480225188667
OTU-B_233	38	21	41	2.74865544577059e-05	0.0007324655290805	0.864046949311249
OTU-B_1030	24	22	54	0.011436533340309	0.0142720473487089	0.536863006310605
OTU-B_2501	8	40	52	0.395404214497909	0.000244732077058588	0.86882432914027
OTU-B_3683	8	26	66	0.495344113893037	1.46626440870928e-08	0.758060040456284
OTU-B_591	0	10	90	1	8.39123714971164e-10	0.84487585796322
OTU-B_1561	0	4	96	1	0.0132496520256581	0.816611925674061
OTU-B_2475	10	8	82	0.505480742366735	0.000548511597365583	0.742222034674289
OTU-B_2923	5	9	86	0.892512229916615	4.78745795496145e-06	0.727815475478637
OTU-B_1104	0	36	64	1	0.0111681748890978	0.340483412755427
OTU-B_1880	0	24	76	1	0.0952126398656209	0.990447258317603
OTU-B_3085	10	4	86	0.502727431991152	0.00735738898472033	0.955996851948967
OTU-B_219	0	7	93	1	4.28245981737193e-16	0.034448852544687
OTU-B_634	1	63	36	1	3.88132212768339e-07	0.188278066028452
OTU-B_2376	0	0	100	1	0.00109084098264575	1
OTU-B_2825	7	2	91	0.771036599956015	0.00420371018595868	0.42411892474109
OTU-B_1425	0	15	85	1	0.282569567940787	0.608533099283664
OTU-B_2108	1	5	94	1	0.00326483053728853	0.768953421358243
OTU-B_415	20	12	68	0.0625525064226149	2.9160445615973e-10	0.0271219055950524
OTU-B_838	15	77	8	5.90997159895788e-10	0.305189612231275	0.747151999396966
OTU-B_680	3	11	86	1	1.83726095935226e-09	0.248102990207789
OTU-B_1411	4	35	61	0.914888976220059	0.0367487948511299	0.774478136775838
OTU-B_1628	0	4	96	1	0.0754615468151129	0.901990562801657
OTU-B_2966	11	0	89	0.471980280627418	0.0354259386551393	0.761026162708533
OTU-B_1109	12	49	39	0.0649289329472273	1.1819724938806e-06	0.522421228923425
OTU-B_1419	0	25	75	1	0.0762383625112904	0.441357037615318
OTU-B_1664	8	23	69	0.49832833787674	0.0912935880015138	0.81847001838961
OTU-B_2030	0	0	100	1	0.0158409361567471	1
OTU-B_1748	0	27	73	1	0.00045552195923183	0.41949159847479
OTU-B_2842	0	9	91	1	7.31959841152474e-07	0.984234678700933
OTU-B_3394	14	12	74	0.273460514712968	8.23087108009504e-08	0.792193805511771
OTU-B_204	0	21	79	1	0.793164588873569	0.989040193667276
OTU-B_1380	4	6	90	1	0.105986620633821	0.794621337201066
OTU-B_1458	0	35	65	1	0.00349194115217857	0.877560485532563
OTU-B_2293	0	72	28	1	0.00277101037324795	0.621761994924684
OTU-B_2399	10	16	74	0.458046564804986	1.00257464937502e-05	0.392665912801762
OTU-B_2596	3	4	93	1	6.15223804712221e-10	0.374932822086818
OTU-B_1848	12	38	50	0.171756026299245	0.0623504002235056	0.639623269344222
OTU-B_2574	0	4	96	1	2.30334390018464e-07	0.879919221452357
OTU-B_653	24	14	62	0.0277224848678265	0.00135528341747793	0.369272186762101
OTU-B_1610	12	38	50	0.181815235875188	0.00318554804090088	0.791406583489609
OTU-B_3180	3	43	54	0.94686278534971	2.57005664863843e-05	0.644529080047639
OTU-B_1308	10	42	48	0.240028904844292	3.94463747719087e-07	0.603064143598811
OTU-B_1947	2	1	97	1	0.00135958154313205	0.690936431798641
OTU-B_1152	11	35	54	0.183469019754207	0.110067525794205	0.221662107024938
OTU-B_918	11	58	31	0.0576812881322609	0.000162115942962128	0.992828725443703
OTU-B_1932	0	11	89	1	0.000211997168602711	0.941870460314771
OTU-B_3067	15	12	73	0.200749051816134	4.98488383158394e-11	0.439029023490984
OTU-B_1491	23	39	38	0.00139499916258813	7.6939432388868e-06	0.796307323991073
OTU-B_1227	4	51	45	0.742537799068528	0.269721681981092	0.758191883374176
OTU-B_2700	0	4	96	1	0.0565874973694811	0.909751548521186
OTU-B_3573	12	15	73	0.351001942687322	0.0297530955968929	0.879729921769476
OTU-B_1627	4	25	71	0.939847906088924	0.00028770478115144	0.271269100916749
OTU-B_221	8	14	78	0.652528661214326	0.0330497359094082	0.818111868811384
OTU-B_770	0	6	94	1	5.24585753487607e-09	0.401924407421599
OTU-B_791	0	44	56	1	7.6608428698744e-08	0.0773138382512638
OTU-B_2098	0	10	90	1	2.44494194141159e-05	0.599785463086326
OTU-B_2215	0	9	91	1	1.03356367225683e-07	0.861308580618018
OTU-B_3075	6	20	74	0.72418963327233	1.18180267241086e-10	0.520578710593812
OTU-B_118	0	12	88	1	3.8560001513369e-08	0.48173141425005
OTU-B_3277	0	8	92	1	2.39548264834709e-07	0.978788467297248
OTU-B_336	24	8	68	0.0326208942615711	0.142928795598938	0.799124165102393
OTU-B_1278	10	4	86	0.532749912778098	0.00257229751105112	0.660931499148538
OTU-B_2094	0	11	89	1	0.00226704513262251	0.466048460143873
OTU-B_3046	12	4	84	0.405450188101989	2.93118867920996e-08	0.702872886410889
OTU-B_3502	8	17	75	0.670183730476035	2.17551627392853e-08	0.790122995244317
OTU-B_3633	12	23	65	0.283587085127579	9.11340173740327e-13	0.487578552753693
OTU-B_2039	0	4	96	1	0.270884145756677	0.945359829286567
OTU-B_1041	0	5	95	1	4.33332367334592e-09	0.183107020122521
OTU-B_3765	3	29	68	1	1.57110772698118e-10	0.714597120227234
OTU-B_2889	0	0	100	1	7.99958059564913e-05	1
OTU-B_2561	0	7	93	1	5.47349752120146e-06	0.650622941866729
OTU-B_123	0	62	38	1	2.73105905516425e-16	0.0601560557231936
OTU-B_1546	0	38	62	1	0.000352636946697117	0.657874825752216
OTU-B_1714	0	17	83	1	0.172562938473926	0.995794318507866
OTU-B_2360	3	16	81	1	0.00139995412268001	0.928254588166054
OTU-B_3009	0	15	85	1	1.04642877004022e-06	0.956297145902343
OTU-B_368	0	30	70	1	1.22899154639998e-07	0.447184277460836
OTU-B_419	0	16	84	1	2.64717838782413e-15	0.3800438737105
OTU-B_673	1	24	75	1	1.97286087528591e-07	0.464587359082208
OTU-B_1602	8	13	79	0.644287796589742	0.0459968024119901	0.965547168548398
OTU-B_1598	7	11	82	0.748372922593264	0.0472552891101165	0.922354579489097
OTU-B_1998	1	3	96	1	2.37893100028377e-05	0.293702362786839
OTU-B_1211	6	5	89	0.878635341852271	0.0663900794114719	0.961169207673148
OTU-B_1540	0	18	82	1	0.0196582143680717	0.734533372034517
OTU-B_477	0	12	88	1	0.000237699018320972	0.944185447072972
OTU-B_1716	0	16	84	1	0.0105535060530987	0.40285530569482
OTU-B_805	9	2	89	0.62995249572777	9.49489345937229e-06	0.622716733668551
OTU-B_1229	0	6	94	1	8.01858915368236e-08	0.198734758132305
OTU-B_2914	17	9	74	0.148943014735265	5.88807113046636e-07	0.612002337338132
OTU-B_2385	1	24	75	1	4.87771681491706e-05	0.917446267388409
OTU-B_3429	18	22	60	0.0622768600664267	8.81197135690211e-13	0.31590678138667
OTU-B_4	15	17	68	0.205307586805035	0.361780907371753	0.972446055977844
OTU-B_1080	8	61	31	0.11710016792235	5.14530426003311e-06	0.190387322927854
OTU-B_786	0	5	95	1	4.92100199928375e-10	0.860444088272847
OTU-B_2175	9	69	22	0.0155658044303858	0.000179589412312838	0.726843455842686
OTU-B_1909	29	28	43	0.000286491022991865	0.0993673653049279	0.62251926029391
OTU-B_3184	9	21	70	0.528756202634318	2.93561236895601e-08	0.608234719288385
OTU-B_2707	4	12	84	0.983108558562014	6.02833936770054e-08	0.561819647721321
OTU-B_36	17	82	1	6.81078551298828e-49	8.95634583388194e-11	0.946868784184366
OTU-B_273	9	39	52	0.342326110235731	8.54262218980293e-10	0.215273727876457
OTU-B_12	12	62	26	0.0103989356633106	6.66591692866365e-16	0.0938311248478828
OTU-B_240	0	54	46	1	7.84922056789105e-07	0.301748365814314
OTU-B_2829	0	16	84	1	1.59590952418806e-08	0.970657207580469
OTU-B_1073	8	42	50	0.41623194480684	0.0314053752068485	0.684933301518923
OTU-B_285	17	80	3	4.13189696935755e-25	0.0761271838964917	0.804006557918213
OTU-B_3113	0	7	93	1	0.0217539450296142	0.973088207120677
OTU-B_343	13	9	78	0.364397444149098	6.50685194681763e-05	0.374298503686198
OTU-B_231	15	15	70	0.229095806304779	1.22280655738213e-13	0.298696761924025
OTU-B_1420	0	10	90	1	0.00249840665543288	0.946627874436127
OTU-B_1206	5	44	51	0.718019494712674	0.00022132324238855	0.947253458503563
OTU-B_3406	6	20	74	0.79252951696244	1.56898905515162e-11	0.418700993610878
OTU-B_163	17	41	42	0.017011254027119	0.272806768371243	0.802034768034557
OTU-B_2344	9	41	50	0.290128982893331	0.272619043198883	0.57290079276261
OTU-B_14	11	40	49	0.214391865961097	0.213005727605175	0.882603172958813
OTU-B_1363	23	18	59	0.0193922103109276	0.000241714683656299	0.691299489893269
OTU-B_328	0	3	97	1	3.71513438186275e-10	0.618315216542199
OTU-B_192	17	25	58	0.106082337303804	2.31558123092746e-17	0.00776455158759891
OTU-B_257	29	11	60	0.015121720029097	1.76239297227314e-11	0.250192329853203
OTU-B_2653	0	15	85	1	3.69510854790071e-07	0.333242478355246
OTU-B_2477	4	1	95	1	5.88887025654044e-05	0.643155905602459
OTU-B_28	29	39	32	3.2359839311339e-05	0.0568842975341809	0.924421724063692
OTU-B_516	32	13	55	0.00153005455752302	3.00853505266256e-09	0.334991379265637
OTU-B_1410	5	6	89	0.889779140693922	0.00495597867345073	0.76191042158761
OTU-B_42	7	5	88	0.768773826783775	0.0272101248124072	0.946187752664519
OTU-B_79	36	27	37	3.70162481955119e-06	4.55559103800589e-05	0.511990527195304
OTU-B_371	26	11	63	0.0282164931684673	9.15339526068041e-13	0.0807881466645888
OTU-B_3348	3	20	77	1	6.90248984885521e-05	0.946015334080949
OTU-B_2079	10	7	83	0.596395671839967	0.000103702842159227	0.666612226137822
OTU-B_1146	30	14	56	0.00233886845827689	0.068244313934151	0.795738776004886
OTU-B_1067	0	2	98	1	2.17402569164997e-08	0.737527175721347
OTU-B_109	26	40	34	0.000235886020150286	0.0551545790085029	0.894093855456204
OTU-B_1712	6	18	76	0.768773826783775	0.0939307421932448	0.941968470088818
OTU-B_2536	0	9	91	1	7.40296798846164e-06	0.971022240447393
OTU-B_2861	8	21	71	0.584060885586982	2.43908834116375e-07	0.898938567174336
OTU-B_107	28	38	34	0.000188311727274104	0.0443689983313582	0.834958850882192
OTU-B_329	46	1	53	4.01848314852138e-05	2.44246021503803e-11	0.0755096421165073
OTU-B_213	22	37	41	0.00324990453693356	0.0317524700797586	0.817964635541539
OTU-B_864	28	40	32	2.20486552119157e-05	2.60540828308547e-07	0.178882763059072
OTU-B_283	23	26	51	0.0142925031342591	1.15166948747132e-11	0.18328014341747
OTU-B_1051	4	37	59	0.927002929107724	0.304771649214014	0.678610612917094
OTU-B_319	47	14	39	6.85386492265805e-07	1.90729886533584e-09	0.338680061502193
OTU-B_801	23	15	62	0.0372713060816994	2.45662478436867e-06	0.148634052799873
OTU-B_1160	29	8	63	0.0181357366931482	0.313020192096903	0.607880728077914
OTU-B_311	24	13	63	0.0292872172124803	0.00624768635681938	0.721175707771575
OTU-B_3338	3	24	73	1	0.000347713108943023	0.991595448848775
OTU-B_170	50	8	42	2.72447324213325e-07	0.367312007701091	0.691668006368506
OTU-B_82	10	39	51	0.261229866673632	0.0680559750638485	0.8784090449331
OTU-B_129	0	43	57	1	2.66916874648102e-08	0.529345485957202
OTU-B_259	0	53	47	1	8.08514036909782e-10	0.267672747023358
OTU-B_349	12	51	37	0.069265642885469	7.63778931795772e-08	0.460915149409579
OTU-B_1892	0	8	92	1	0.0791255379353852	0.759007975658666
OTU-B_353	32	9	59	0.00283846285680375	2.48363593789869e-08	0.462549550780796
OTU-B_661	18	13	69	0.11347353984133	4.61185449647687e-09	0.383149366498998
